product_id,product_name,category,price,stock_quantity,brand,rating,date_added,merchant_id,tags,details,content
P320,Its Mission,Wearables,19.39,486,"Harris, Brown and Hull",3.3,2024-06-27,M167,"['no', 'movie', 'would']","{'display_type': 'AMOLED', 'battery_life': '16 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Heart rate'], 'water_resistance': 'IP68', 'compatibility': 'Android'}","Its Mission Wearables no movie would Harris, Brown and Hull AMOLED 16 hours Bluetooth 5.1 ['Heart rate'] IP68 Android"
P321,Possible Movie,Sports & Outdoors,181.38,322,Tucker LLC,3.6,2024-02-25,M153,"['month', 'certainly', 'everyone']","{'material': 'Polyester', 'dimensions': '67x30 inches', 'thickness': '6mm', 'weight': '2.9 lbs', 'color': 'Blue', 'waterproof': True}",Possible Movie Sports & Outdoors month certainly everyone Tucker LLC Polyester 67x30 inches 6mm 2.9 lbs Blue True
P322,Adult Just,Sports & Outdoors,139.76,312,"Cook, Wagner and Santana",3.2,2024-08-25,M105,"['past', 'bar', 'long']","{'material': 'Polyester', 'dimensions': '70x24 inches', 'thickness': '10mm', 'weight': '1.3 lbs', 'color': 'Green', 'waterproof': True}","Adult Just Sports & Outdoors past bar long Cook, Wagner and Santana Polyester 70x24 inches 10mm 1.3 lbs Green True"
P323,Else Forward,Books,87.47,493,Thompson-Miller,4.1,2024-09-08,M188,"['challenge', 'control', 'method']","{'title': 'Leave guy.', 'author': 'James Carr', 'release_year': 2016, 'published_year': 2020, 'number_of_pages': 766, 'ISBN': '978-0-08-744662-5', 'language': 'French', 'genre': 'Fiction'}",Else Forward Books challenge control method Thompson-Miller Leave guy. James Carr 2016 2020 766 978-0-08-744662-5 French Fiction
P324,You Fish,Beverages,214.55,136,Clark-Wilson,4.9,2024-06-11,M142,"['body', 'fact', 'me']","{'flavor': 'Earl Grey', 'ingredients': ['Honey'], 'weight': '452g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '19 months'}",You Fish Beverages body fact me Clark-Wilson Earl Grey ['Honey'] 452g India Bag 19 months
P325,Trade Well,Sports & Outdoors,24.27,429,Chen Group,3.6,2024-10-14,M149,"['serve', 'attention', 'clearly']","{'material': 'Rubber', 'dimensions': '60x27 inches', 'thickness': '4mm', 'weight': '2.7 lbs', 'color': 'Green', 'waterproof': False}",Trade Well Sports & Outdoors serve attention clearly Chen Group Rubber 60x27 inches 4mm 2.7 lbs Green False
P326,Involve Eat,Electronics,129.15,434,"Martin, Cunningham and Mitchell",4.9,2024-01-08,M184,"['save', 'require', 'success']","{'battery_life': '13 hours', 'charging_time': '2 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}","Involve Eat Electronics save require success Martin, Cunningham and Mitchell 13 hours 2 hours Bluetooth 4.2 Passive IPX5"
P327,Organization Magazine,Wearables,299.06,400,Chaney Inc,3.2,2024-02-11,M157,"['most', 'notice', 'discuss']","{'display_type': 'AMOLED', 'battery_life': '35 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['Accelerometer'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Organization Magazine Wearables most notice discuss Chaney Inc AMOLED 35 hours Bluetooth 5.2 ['Accelerometer'] IP67 iOS
P328,Support Today,Beverages,51.58,174,Sheppard Group,4.5,2024-08-14,M145,"['among', 'pressure', 'those']","{'flavor': 'Earl Grey', 'ingredients': ['Mint'], 'weight': '149g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '22 months'}",Support Today Beverages among pressure those Sheppard Group Earl Grey ['Mint'] 149g China Bag 22 months
P329,Read Could,Beverages,52.92,223,Todd-Bowman,4.0,2024-07-07,M176,"['amount', 'life', 'little']","{'flavor': 'Chamomile', 'ingredients': ['Ginger'], 'weight': '332g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '10 months'}",Read Could Beverages amount life little Todd-Bowman Chamomile ['Ginger'] 332g Japan Bag 10 months
P330,Sense Tv,Sports & Outdoors,82.06,478,"Lawrence, Garcia and Poole",4.2,2024-04-22,M137,"['after', 'significant', 'anything']","{'material': 'Foam', 'dimensions': '76x28 inches', 'thickness': '9mm', 'weight': '2.8 lbs', 'color': 'Blue', 'waterproof': True}","Sense Tv Sports & Outdoors after significant anything Lawrence, Garcia and Poole Foam 76x28 inches 9mm 2.8 lbs Blue True"
P331,Style Before,Electronics,149.13,323,Klein-Hawkins,4.6,2024-01-18,M110,"['somebody', 'several', 'apply']","{'battery_life': '7 hours', 'charging_time': '1 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}",Style Before Electronics somebody several apply Klein-Hawkins 7 hours 1 hours Wi-Fi Passive IPX7
P332,Reach President,Sports & Outdoors,117.51,299,Gardner PLC,3.8,2024-11-02,M171,"['strong', 'a', 'natural']","{'material': 'Rubber', 'dimensions': '80x24 inches', 'thickness': '10mm', 'weight': '1.1 lbs', 'color': 'Black', 'waterproof': True}",Reach President Sports & Outdoors strong a natural Gardner PLC Rubber 80x24 inches 10mm 1.1 lbs Black True
P333,Writer Blood,Sports & Outdoors,114.5,160,Meyers-Graves,3.8,2024-09-09,M164,"['fast', 'born', 'minute']","{'material': 'Foam', 'dimensions': '76x30 inches', 'thickness': '5mm', 'weight': '2.3 lbs', 'color': 'Green', 'waterproof': True}",Writer Blood Sports & Outdoors fast born minute Meyers-Graves Foam 76x30 inches 5mm 2.3 lbs Green True
P334,Girl Concern,Electronics,297.96,11,Mason-Clark,4.3,2024-11-06,M136,"['wall', 'great', 'often']","{'battery_life': '5 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}",Girl Concern Electronics wall great often Mason-Clark 5 hours 2 hours Wi-Fi Active IPX7
P335,Agency Individual,Sports & Outdoors,124.21,194,Wright-Fox,3.8,2024-03-14,M133,"['American', 'must', 'important']","{'material': 'Rubber', 'dimensions': '64x20 inches', 'thickness': '9mm', 'weight': '1.4 lbs', 'color': 'Blue', 'waterproof': True}",Agency Individual Sports & Outdoors American must important Wright-Fox Rubber 64x20 inches 9mm 1.4 lbs Blue True
P336,Anything Stuff,Beverages,170.96,486,Compton-Brown,3.5,2024-11-06,M113,"['candidate', 'foot', 'these']","{'flavor': 'Chamomile', 'ingredients': ['Honey'], 'weight': '359g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '8 months'}",Anything Stuff Beverages candidate foot these Compton-Brown Chamomile ['Honey'] 359g Japan Bag 8 months
P337,Project At,Beverages,235.18,237,Rogers Group,3.1,2024-04-13,M165,"['use', 'pressure', 'car']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '356g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '23 months'}",Project At Beverages use pressure car Rogers Group Chamomile ['Mint'] 356g China Box 23 months
P338,Physical Old,Wearables,73.87,487,Martinez Inc,4.7,2024-07-22,M135,"['face', 'themselves', 'yard']","{'display_type': 'LCD', 'battery_life': '19 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'Android'}",Physical Old Wearables face themselves yard Martinez Inc LCD 19 hours Bluetooth 5.2 ['GPS'] IP67 Android
P339,Add Teach,Wearables,146.02,136,Beck-Young,4.0,2024-04-05,M188,"['building', 'education', 'blue']","{'display_type': 'LCD', 'battery_life': '42 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Accelerometer'], 'water_resistance': 'IP68', 'compatibility': 'Android'}",Add Teach Wearables building education blue Beck-Young LCD 42 hours Bluetooth 5.1 ['Accelerometer'] IP68 Android
P340,He Ability,Electronics,34.24,36,Barker Ltd,4.6,2024-02-17,M172,"['up', 'true', 'firm']","{'battery_life': '8 hours', 'charging_time': '1 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX4'}",He Ability Electronics up true firm Barker Ltd 8 hours 1 hours Wi-Fi Active IPX4
P341,Have Head,Electronics,283.59,477,"Mckinney, Graham and Blevins",3.9,2024-11-07,M182,"['morning', 'network', 'consider']","{'battery_life': '16 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX5'}","Have Head Electronics morning network consider Mckinney, Graham and Blevins 16 hours 3 hours Wi-Fi Active IPX5"
P342,Reveal Travel,Beverages,89.4,25,"White, Howell and Sparks",3.6,2024-01-13,M148,"['no', 'series', 'moment']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '324g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '16 months'}","Reveal Travel Beverages no series moment White, Howell and Sparks Earl Grey ['Tea leaves'] 324g Japan Bag 16 months"
P343,Economy High,Electronics,105.23,281,Butler LLC,3.4,2024-08-13,M159,"['from', 'effort', 'big']","{'battery_life': '19 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Economy High Electronics from effort big Butler LLC 19 hours 1 hours Bluetooth 4.2 Passive IPX5
P344,Practice Rest,Beverages,93.87,492,Medina-Martinez,3.5,2024-08-25,M197,"['drive', 'receive', 'near']","{'flavor': 'Earl Grey', 'ingredients': ['Honey'], 'weight': '269g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '11 months'}",Practice Rest Beverages drive receive near Medina-Martinez Earl Grey ['Honey'] 269g Japan Box 11 months
P345,Remember Rule,Wearables,96.04,240,"Schneider, Hayes and Taylor",3.9,2024-06-03,M180,"['trouble', 'because', 'according']","{'display_type': 'AMOLED', 'battery_life': '38 hours', 'connectivity': 'Wi-Fi', 'sensors': ['Heart rate'], 'water_resistance': 'IP67', 'compatibility': 'Android'}","Remember Rule Wearables trouble because according Schneider, Hayes and Taylor AMOLED 38 hours Wi-Fi ['Heart rate'] IP67 Android"
P346,Write Boy,Beverages,154.42,20,Davis-Webster,3.8,2024-05-24,M167,"['become', 'think', 'themselves']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '149g', 'origin': 'India', 'packaging': 'Box', 'shelf_life': '23 months'}",Write Boy Beverages become think themselves Davis-Webster Chamomile ['Mint'] 149g India Box 23 months
P347,Its Project,Sports & Outdoors,270.3,85,"Neal, Briggs and Pratt",3.1,2024-05-23,M157,"['expect', 'month', 'lay']","{'material': 'Polyester', 'dimensions': '68x22 inches', 'thickness': '3mm', 'weight': '1.3 lbs', 'color': 'Blue', 'waterproof': False}","Its Project Sports & Outdoors expect month lay Neal, Briggs and Pratt Polyester 68x22 inches 3mm 1.3 lbs Blue False"
P348,Husband Quite,Wearables,145.93,295,Day-Wyatt,3.8,2024-04-20,M183,"['nature', 'person', 'your']","{'display_type': 'AMOLED', 'battery_life': '29 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'Android'}",Husband Quite Wearables nature person your Day-Wyatt AMOLED 29 hours Wi-Fi ['GPS'] IP67 Android
P349,Person Certainly,Wearables,258.04,358,Nelson Ltd,3.1,2024-04-27,M114,"['significant', 'religious', 'before']","{'display_type': 'LCD', 'battery_life': '48 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'Android'}",Person Certainly Wearables significant religious before Nelson Ltd LCD 48 hours Wi-Fi ['GPS'] IP67 Android
P350,Region Record,Sports & Outdoors,172.53,209,Johnson Inc,4.0,2024-11-08,M104,"['large', 'successful', 'phone']","{'material': 'Rubber', 'dimensions': '63x29 inches', 'thickness': '9mm', 'weight': '2.6 lbs', 'color': 'Black', 'waterproof': False}",Region Record Sports & Outdoors large successful phone Johnson Inc Rubber 63x29 inches 9mm 2.6 lbs Black False
P351,Four Both,Sports & Outdoors,149.1,268,"Salazar, Aguilar and Bautista",3.6,2024-08-01,M146,"['represent', 'recent', 'likely']","{'material': 'Foam', 'dimensions': '71x26 inches', 'thickness': '6mm', 'weight': '1.1 lbs', 'color': 'Black', 'waterproof': False}","Four Both Sports & Outdoors represent recent likely Salazar, Aguilar and Bautista Foam 71x26 inches 6mm 1.1 lbs Black False"
P352,Century Able,Books,115.85,434,"Wise, Brown and Jackson",3.7,2024-08-27,M113,"['add', 'resource', 'share']","{'title': 'Impact right strong.', 'author': 'David Dean', 'release_year': 2001, 'published_year': 2024, 'number_of_pages': 394, 'ISBN': '978-0-85293-420-3', 'language': 'Spanish', 'genre': 'Non-Fiction'}","Century Able Books add resource share Wise, Brown and Jackson Impact right strong. David Dean 2001 2024 394 978-0-85293-420-3 Spanish Non-Fiction"
P353,Wonder Recently,Books,66.86,275,"Henderson, Johnson and Smith",4.7,2024-04-24,M149,"['million', 'place', 'family']","{'title': 'Tend again shoulder.', 'author': 'Jeffrey Wright', 'release_year': 2005, 'published_year': 2017, 'number_of_pages': 471, 'ISBN': '978-1-72845-060-5', 'language': 'French', 'genre': 'Non-Fiction'}","Wonder Recently Books million place family Henderson, Johnson and Smith Tend again shoulder. Jeffrey Wright 2005 2017 471 978-1-72845-060-5 French Non-Fiction"
P354,Main Effect,Wearables,279.88,273,Reid-Johnson,4.4,2024-09-14,M105,"['listen', 'instead', 'week']","{'display_type': 'AMOLED', 'battery_life': '14 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'Android'}",Main Effect Wearables listen instead week Reid-Johnson AMOLED 14 hours Wi-Fi ['GPS'] IP68 Android
P355,Administration Race,Beverages,186.05,117,Mcdonald Inc,4.9,2024-06-28,M136,"['when', 'worker', 'concern']","{'flavor': 'Chamomile', 'ingredients': ['Honey'], 'weight': '137g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '18 months'}",Administration Race Beverages when worker concern Mcdonald Inc Chamomile ['Honey'] 137g India Bag 18 months
P356,Bill Green,Sports & Outdoors,152.92,276,Castillo-Richardson,3.3,2024-07-20,M114,"['seven', 'policy', 'down']","{'material': 'Rubber', 'dimensions': '76x28 inches', 'thickness': '4mm', 'weight': '1.5 lbs', 'color': 'Blue', 'waterproof': True}",Bill Green Sports & Outdoors seven policy down Castillo-Richardson Rubber 76x28 inches 4mm 1.5 lbs Blue True
P357,Over Pretty,Electronics,197.59,140,Smith-Allen,3.6,2024-07-14,M133,"['upon', 'carry', 'something']","{'battery_life': '6 hours', 'charging_time': '1 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}",Over Pretty Electronics upon carry something Smith-Allen 6 hours 1 hours Wi-Fi Active IPX7
P358,Player Great,Electronics,99.96,500,Melton-Hubbard,3.7,2024-06-05,M194,"['shoulder', 'yard', 'glass']","{'battery_life': '14 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Player Great Electronics shoulder yard glass Melton-Hubbard 14 hours 3 hours Bluetooth 4.2 Passive IPX5
P359,Figure Push,Beverages,235.87,238,Grimes Group,4.1,2024-08-19,M135,"['Mrs', 'coach', 'give']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '483g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '23 months'}",Figure Push Beverages Mrs coach give Grimes Group Green Tea ['Tea leaves'] 483g Japan Box 23 months
P360,Teach Indeed,Books,233.65,21,"Martin, Peterson and Valdez",4.0,2024-02-27,M160,"['view', 'success', 'hit']","{'title': 'Simple.', 'author': 'David Mitchell', 'release_year': 2010, 'published_year': 2012, 'number_of_pages': 563, 'ISBN': '978-1-4308-0451-2', 'language': 'French', 'genre': 'Science'}","Teach Indeed Books view success hit Martin, Peterson and Valdez Simple. David Mitchell 2010 2012 563 978-1-4308-0451-2 French Science"
P361,Bag History,Beverages,119.67,139,Brady and Sons,4.5,2024-06-14,M179,"['Mrs', 'rate', 'ahead']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '171g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '9 months'}",Bag History Beverages Mrs rate ahead Brady and Sons Earl Grey ['Tea leaves'] 171g India Bag 9 months
P362,Style Color,Books,251.35,351,Barnett-Peters,4.6,2024-04-07,M127,"['avoid', 'rest', 'reduce']","{'title': 'Provide point act already.', 'author': 'Kaitlyn West', 'release_year': 2001, 'published_year': 2009, 'number_of_pages': 375, 'ISBN': '978-0-7811-9138-8', 'language': 'French', 'genre': 'Mystery'}",Style Color Books avoid rest reduce Barnett-Peters Provide point act already. Kaitlyn West 2001 2009 375 978-0-7811-9138-8 French Mystery
P363,Force Can,Beverages,256.04,491,Carter LLC,3.0,2024-01-09,M126,"['American', 'economy', 'eye']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '448g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '16 months'}",Force Can Beverages American economy eye Carter LLC Earl Grey ['Tea leaves'] 448g China Bag 16 months
P364,Where Although,Beverages,90.92,444,"Baird, Burns and Foster",4.3,2024-11-07,M135,"['however', 'method', 'behind']","{'flavor': 'Chamomile', 'ingredients': ['Ginger'], 'weight': '458g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '20 months'}","Where Although Beverages however method behind Baird, Burns and Foster Chamomile ['Ginger'] 458g China Bag 20 months"
P365,Yourself Pretty,Books,236.65,283,Thompson-Jennings,4.5,2024-08-19,M143,"['around', 'pretty', 'part']","{'title': 'Get fund wish.', 'author': 'Lori Pope', 'release_year': 2024, 'published_year': 2013, 'number_of_pages': 443, 'ISBN': '978-0-513-76493-4', 'language': 'French', 'genre': 'Fiction'}",Yourself Pretty Books around pretty part Thompson-Jennings Get fund wish. Lori Pope 2024 2013 443 978-0-513-76493-4 French Fiction
P366,Know Sing,Wearables,44.94,43,Avery-Best,4.6,2024-02-15,M198,"['treat', 'because', 'state']","{'display_type': 'LCD', 'battery_life': '37 hours', 'connectivity': 'Wi-Fi', 'sensors': ['Gyroscope'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Know Sing Wearables treat because state Avery-Best LCD 37 hours Wi-Fi ['Gyroscope'] IP67 iOS
P367,Rest Rather,Beverages,112.86,147,Hammond PLC,3.5,2024-01-14,M188,"['fact', 'may', 'hope']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '315g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '23 months'}",Rest Rather Beverages fact may hope Hammond PLC Earl Grey ['Tea leaves'] 315g China Box 23 months
P368,Under Participant,Beverages,83.02,421,"Parker, Rivera and Olson",4.1,2024-04-24,M156,"['hope', 'step', 'son']","{'flavor': 'Chamomile', 'ingredients': ['Honey'], 'weight': '338g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '18 months'}","Under Participant Beverages hope step son Parker, Rivera and Olson Chamomile ['Honey'] 338g China Bag 18 months"
P369,Might Win,Beverages,163.44,453,Mitchell-Stone,4.3,2024-04-06,M102,"['nothing', 'throughout', 'drive']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '352g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '6 months'}",Might Win Beverages nothing throughout drive Mitchell-Stone Green Tea ['Tea leaves'] 352g China Box 6 months
P370,Tend Group,Beverages,99.19,384,Johnson-Burch,3.8,2024-08-29,M161,"['job', 'ahead', 'a']","{'flavor': 'Chamomile', 'ingredients': ['Ginger'], 'weight': '292g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '7 months'}",Tend Group Beverages job ahead a Johnson-Burch Chamomile ['Ginger'] 292g Japan Box 7 months
P371,Lawyer Room,Beverages,210.47,203,Gilmore-Campbell,3.6,2024-08-04,M169,"['actually', 'scene', 'radio']","{'flavor': 'Green Tea', 'ingredients': ['Honey'], 'weight': '192g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '13 months'}",Lawyer Room Beverages actually scene radio Gilmore-Campbell Green Tea ['Honey'] 192g India Bag 13 months
P372,Represent Claim,Wearables,28.92,190,Jenkins-Lewis,3.5,2024-03-28,M153,"['artist', 'nearly', 'suffer']","{'display_type': 'AMOLED', 'battery_life': '39 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'Android'}",Represent Claim Wearables artist nearly suffer Jenkins-Lewis AMOLED 39 hours Bluetooth 5.1 ['GPS'] IP67 Android
P373,Those Page,Beverages,237.35,350,"Johnson, Powell and Garcia",4.4,2024-05-22,M180,"['everyone', 'page', 'week']","{'flavor': 'Earl Grey', 'ingredients': ['Mint'], 'weight': '198g', 'origin': 'India', 'packaging': 'Box', 'shelf_life': '8 months'}","Those Page Beverages everyone page week Johnson, Powell and Garcia Earl Grey ['Mint'] 198g India Box 8 months"
P374,Student Science,Books,267.96,321,Moss Inc,4.2,2024-07-13,M105,"['right', 'should', 'politics']","{'title': 'Carry shoulder sing.', 'author': 'Allison Lynn DDS', 'release_year': 2012, 'published_year': 2008, 'number_of_pages': 438, 'ISBN': '978-1-342-27243-0', 'language': 'German', 'genre': 'Mystery'}",Student Science Books right should politics Moss Inc Carry shoulder sing. Allison Lynn DDS 2012 2008 438 978-1-342-27243-0 German Mystery
P375,Be Action,Beverages,23.0,184,White-Pena,3.3,2024-05-31,M132,"['factor', 'rise', 'model']","{'flavor': 'Green Tea', 'ingredients': ['Honey'], 'weight': '159g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '21 months'}",Be Action Beverages factor rise model White-Pena Green Tea ['Honey'] 159g Japan Bag 21 months
P376,Risk Dream,Books,41.8,412,Wilson-Williams,4.7,2024-04-17,M183,"['base', 'story', 'them']","{'title': 'Enough statement.', 'author': 'Nathan Garner', 'release_year': 2017, 'published_year': 2010, 'number_of_pages': 730, 'ISBN': '978-1-4874-1847-2', 'language': 'German', 'genre': 'Mystery'}",Risk Dream Books base story them Wilson-Williams Enough statement. Nathan Garner 2017 2010 730 978-1-4874-1847-2 German Mystery
P377,Project Our,Electronics,259.01,329,"Wallace, Miranda and Mclaughlin",3.2,2024-01-31,M113,"['on', 'design', 'yard']","{'battery_life': '13 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}","Project Our Electronics on design yard Wallace, Miranda and Mclaughlin 13 hours 2 hours Wi-Fi Passive IPX7"
P378,Not Trip,Sports & Outdoors,25.26,449,Taylor-Clayton,4.6,2024-08-30,M161,"['picture', 'movement', 'almost']","{'material': 'Rubber', 'dimensions': '75x30 inches', 'thickness': '4mm', 'weight': '1.1 lbs', 'color': 'Black', 'waterproof': False}",Not Trip Sports & Outdoors picture movement almost Taylor-Clayton Rubber 75x30 inches 4mm 1.1 lbs Black False
P379,Reason Your,Electronics,60.94,318,Thompson-Richardson,3.8,2024-03-08,M100,"['continue', 'account', 'range']","{'battery_life': '15 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX4'}",Reason Your Electronics continue account range Thompson-Richardson 15 hours 3 hours Wi-Fi Active IPX4
P380,Commercial Player,Wearables,12.68,25,Tran Inc,3.1,2024-09-16,M175,"['seat', 'Republican', 'lawyer']","{'display_type': 'LCD', 'battery_life': '20 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Heart rate'], 'water_resistance': 'IP67', 'compatibility': 'Android'}",Commercial Player Wearables seat Republican lawyer Tran Inc LCD 20 hours Bluetooth 5.1 ['Heart rate'] IP67 Android
P381,Despite Center,Electronics,179.36,105,Williams-Luna,3.0,2024-08-10,M114,"['for', 'short', 'upon']","{'battery_life': '10 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Despite Center Electronics for short upon Williams-Luna 10 hours 2 hours Wi-Fi Passive IPX5
P382,Quite Financial,Sports & Outdoors,136.5,195,Carter-Lee,3.5,2024-05-06,M145,"['enjoy', 'situation', 'significant']","{'material': 'Polyester', 'dimensions': '61x24 inches', 'thickness': '5mm', 'weight': '1.5 lbs', 'color': 'Blue', 'waterproof': True}",Quite Financial Sports & Outdoors enjoy situation significant Carter-Lee Polyester 61x24 inches 5mm 1.5 lbs Blue True
P383,Tell Job,Beverages,184.93,456,Fernandez-Brown,4.4,2024-08-12,M168,"['mean', 'movement', 'night']","{'flavor': 'Green Tea', 'ingredients': ['Mint'], 'weight': '165g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '16 months'}",Tell Job Beverages mean movement night Fernandez-Brown Green Tea ['Mint'] 165g Japan Box 16 months
P384,Reveal Field,Wearables,72.9,25,"Martin, Davis and Lee",4.2,2024-09-17,M144,"['often', 'middle', 'from']","{'display_type': 'LCD', 'battery_life': '11 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['Heart rate'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}","Reveal Field Wearables often middle from Martin, Davis and Lee LCD 11 hours Bluetooth 5.2 ['Heart rate'] IP68 iOS"
P385,Particular Clear,Books,279.9,341,Glover Ltd,4.2,2024-10-01,M151,"['attorney', 'three', 'seek']","{'title': 'Future dog happy.', 'author': 'Daniel Campbell', 'release_year': 2009, 'published_year': 2017, 'number_of_pages': 177, 'ISBN': '978-0-17-381612-7', 'language': 'English', 'genre': 'Science'}",Particular Clear Books attorney three seek Glover Ltd Future dog happy. Daniel Campbell 2009 2017 177 978-0-17-381612-7 English Science
P386,Clear Report,Books,71.69,133,Bird and Sons,3.2,2024-02-02,M154,"['save', 'seem', 'training']","{'title': 'Morning husband.', 'author': 'Ryan Weaver', 'release_year': 2023, 'published_year': 2002, 'number_of_pages': 647, 'ISBN': '978-1-80531-565-0', 'language': 'French', 'genre': 'Mystery'}",Clear Report Books save seem training Bird and Sons Morning husband. Ryan Weaver 2023 2002 647 978-1-80531-565-0 French Mystery
P387,Manager Piece,Sports & Outdoors,8.95,66,Morris Group,4.8,2024-08-08,M169,"['employee', 'building', 'open']","{'material': 'Rubber', 'dimensions': '76x27 inches', 'thickness': '6mm', 'weight': '2.5 lbs', 'color': 'Green', 'waterproof': False}",Manager Piece Sports & Outdoors employee building open Morris Group Rubber 76x27 inches 6mm 2.5 lbs Green False
P388,Provide Compare,Sports & Outdoors,244.94,426,Jenkins Ltd,4.2,2024-07-29,M160,"['everybody', 'there', 'green']","{'material': 'Foam', 'dimensions': '65x25 inches', 'thickness': '10mm', 'weight': '2.1 lbs', 'color': 'Blue', 'waterproof': True}",Provide Compare Sports & Outdoors everybody there green Jenkins Ltd Foam 65x25 inches 10mm 2.1 lbs Blue True
P389,Game Oil,Beverages,28.84,489,Miller LLC,3.9,2024-08-31,M126,"['travel', 'sit', 'director']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '368g', 'origin': 'Japan', 'packaging': 'Bag', 'shelf_life': '18 months'}",Game Oil Beverages travel sit director Miller LLC Green Tea ['Tea leaves'] 368g Japan Bag 18 months
P390,Role Thus,Wearables,80.59,419,Powers Group,4.9,2024-10-18,M123,"['share', 'professor', 'term']","{'display_type': 'LCD', 'battery_life': '16 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Role Thus Wearables share professor term Powers Group LCD 16 hours Wi-Fi ['GPS'] IP67 iOS
P391,Sister Accept,Electronics,164.14,322,Lopez-Edwards,4.3,2024-09-17,M182,"['appear', 'reflect', 'that']","{'battery_life': '10 hours', 'charging_time': '2 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Sister Accept Electronics appear reflect that Lopez-Edwards 10 hours 2 hours Bluetooth 5.0 Passive IPX5
